,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
145,7923810770686160025,293.15,100.0,Liquid,2,CN(C)CCCO,Solvent,0.4969,,CS(C)=O,Solvent,0.5031,,0.9630000000000002,0.002,,,10.1016/j.jct.2018.02.018
146,2861817362876922983,293.15,100.0,Liquid,2,CN(C)CCCO,Solvent,0.2082,,CS(C)=O,Solvent,0.7918,,1.0320000000000005,0.002,,,10.1016/j.jct.2018.02.018
147,-798509140577048281,293.15,100.0,Liquid,2,CN(C)CCOCCO,Solvent,0.7005,,CS(C)=O,Solvent,0.2995,,0.9810000000000002,0.002,,,10.1016/j.jct.2018.02.018
148,8945717182798430633,293.15,100.0,Liquid,2,CN(C)CCOCCO,Solvent,0.5008,,CS(C)=O,Solvent,0.4992,,1.0030000000000003,0.002,,,10.1016/j.jct.2018.02.018
149,-1577406266605284619,293.15,100.0,Liquid,2,CN(C)CCOCCO,Solvent,0.2049999999999999,,CS(C)=O,Solvent,0.795,,1.0510000000000002,0.002,,,10.1016/j.jct.2018.02.018
150,-8852559764266660767,298.15,101.0,Liquid,2,O,Solvent,0.2085,,OCCN1CCNCC1,Solvent,0.7915,,,,-1.786,0.019,10.1016/j.jct.2015.06.006
151,5369504287558688756,298.15,101.0,Liquid,2,O,Solvent,0.6998,,OCCN1CCOCC1,Solvent,0.3002,,,,-2.426,0.026,10.1016/j.jct.2015.06.006
152,-3330624193945067522,298.15,101.0,Liquid,2,O,Solvent,0.5011,,OCCN1CCOCC1,Solvent,0.4989,,,,-2.2633,0.02415,10.1016/j.jct.2015.06.006
153,1538964542717611965,298.15,101.0,Liquid,2,O,Solvent,0.3051,,OCCN1CCOCC1,Solvent,0.6949,,,,-1.7936,0.01915,10.1016/j.jct.2015.06.006
154,-8700781731412260097,293.15,101.0,Liquid,2,O,Solvent,0.7534,,OCCN1CCOCC1,Solvent,0.2466,,1.0838100000000002,0.00154,,,10.1016/j.jct.2008.01.007
155,6033873858345590248,293.15,101.0,Liquid,2,O,Solvent,0.5147999999999999,,OCCN1CCOCC1,Solvent,0.4852,,1.0866900000000004,0.00159,,,10.1016/j.jct.2008.01.007
156,4386736975631730055,293.15,101.0,Liquid,2,O,Solvent,0.2561,,OCCN1CCOCC1,Solvent,0.7439,,1.08031,0.001565,,,10.1016/j.jct.2008.01.007
157,7730121710676552239,298.15,101.325,Liquid,2,CCCCCCN,Solvent,0.7545,,CCCCO,Solvent,0.2455,,0.7733860000000001,0.0002195,,,10.1016/j.fluid.2010.07.011
158,852185241811683491,298.15,101.325,Liquid,2,CCCCCCN,Solvent,0.5198,,CCCCO,Solvent,0.4802,,0.7856370000000001,0.000158,,,10.1016/j.fluid.2010.07.011
159,1440900216509070009,298.15,101.325,Liquid,2,CCCCCCN,Solvent,0.25,,CCCCO,Solvent,0.75,,0.7975300000000002,0.0001035,,,10.1016/j.fluid.2010.07.011
160,6511412668318985955,298.15,101.325,Liquid,2,CCCCCCC,Solvent,0.7983,,CCCCCCN,Solvent,0.2017,,0.6929890000000002,0.0001065,,,10.1016/j.fluid.2010.07.011
161,8404932613934417943,298.15,101.325,Liquid,2,CCCCCCC,Solvent,0.5999,,CCCCCCN,Solvent,0.4001,,0.7079740000000002,0.000133,,,10.1016/j.fluid.2010.07.011
162,6091009093876290569,298.15,101.325,Liquid,2,CCCCCCC,Solvent,0.2504999999999999,,CCCCCCN,Solvent,0.7495,,0.7372940000000001,0.0002105,,,10.1016/j.fluid.2010.07.011
163,6035573285430896863,298.15,101.0,Liquid,2,CCCCO,Solvent,0.1997,,NC1CCCCC1,Solvent,0.8003,,0.8582510000000002,0.000133,,,10.1016/j.tca.2009.07.002
164,2932687016251690338,298.15,101.0,Liquid,2,CCCCO,Solvent,0.4994,,NC1CCCCC1,Solvent,0.5005999999999999,,0.8474440000000002,0.0001115,,,10.1016/j.tca.2009.07.002
165,7300482852304801096,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7497,,NC1CCCCC1,Solvent,0.2502999999999999,,0.8308610000000002,9.900000000000003e-05,,,10.1016/j.tca.2009.07.002
166,-5330843038909428574,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7695,,NC1CCCCC1,Solvent,0.2305,,0.7127290000000002,0.0001195,,,10.1016/j.tca.2009.07.002
167,-7483564762905363894,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5503,,NC1CCCCC1,Solvent,0.4497,,0.7489330000000002,0.0001235,,,10.1016/j.tca.2009.07.002
168,-2972466957038325897,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2000999999999999,,NC1CCCCC1,Solvent,0.7999,,0.8167830000000003,0.000138,,,10.1016/j.tca.2009.07.002
169,1431575689373274306,308.15,100.0,Liquid,2,Cc1cccc(C)c1,Solvent,0.2684999999999999,,Cc1ccccc1N,Solvent,0.7315,,,,0.4588,0.005,10.1016/j.tca.2007.12.006
170,8415457662426449369,298.15,101.0,Liquid,2,C1CCC(NC2CCCCC2)CC1,Solvent,0.6998,,CCCO,Solvent,0.3002,,0.9002080000000002,9.600000000000004e-05,,,10.1016/j.tca.2011.08.002
171,1133946768411284901,298.15,101.0,Liquid,2,C1CCC(NC2CCCCC2)CC1,Solvent,0.4995,,CCCO,Solvent,0.5005,,0.8897470000000002,8.500000000000002e-05,,,10.1016/j.tca.2011.08.002
172,5609099204349206986,298.15,101.0,Liquid,2,C1CCC(NC2CCCCC2)CC1,Solvent,0.1999999999999999,,CCCO,Solvent,0.8,,0.8541150000000002,7.650000000000002e-05,,,10.1016/j.tca.2011.08.002
173,-3778468893075120903,298.15,101.0,Liquid,2,C1CCC(NC2CCCCC2)CC1,Solvent,0.6995,,CCCCO,Solvent,0.3005,,0.8978060000000002,9.600000000000004e-05,,,10.1016/j.tca.2011.08.002
174,3981030144862827510,298.15,101.0,Liquid,2,C1CCC(NC2CCCCC2)CC1,Solvent,0.5,,CCCCO,Solvent,0.5,,0.8858530000000001,8.500000000000002e-05,,,10.1016/j.tca.2011.08.002
175,357818093570817415,298.15,101.0,Liquid,2,C1CCC(NC2CCCCC2)CC1,Solvent,0.2016,,CCCCO,Solvent,0.7984,,0.8513440000000002,7.650000000000002e-05,,,10.1016/j.tca.2011.08.002
176,3875728504375354813,298.15,101.0,Liquid,2,C1CCC(NC2CCCCC2)CC1,Solvent,0.7994,,CCCCCO,Solvent,0.2006,,0.9007080000000002,0.0001175,,,10.1016/j.tca.2011.08.002
177,-6418735732801773094,298.15,101.0,Liquid,2,C1CCC(NC2CCCCC2)CC1,Solvent,0.4999,,CCCCCO,Solvent,0.5001,,0.8829800000000002,0.00012,,,10.1016/j.tca.2011.08.002
178,8903480289677005876,298.15,101.0,Liquid,2,C1CCC(NC2CCCCC2)CC1,Solvent,0.2007,,CCCCCO,Solvent,0.7993,,0.8495070000000001,0.0001195,,,10.1016/j.tca.2011.08.002
179,-5972993173314600121,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7735,,c1ccncc1,Solvent,0.2265,,,,-0.7828,0.016,10.1016/j.jct.2010.12.028
180,-8607813118503758259,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2715,,Cc1ccncc1,Solvent,0.7284999999999999,,,,-1.1791,0.02405,10.1016/j.jct.2010.12.028
181,-2344615394120335494,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2655,,Cc1ccncc1,Solvent,0.7344999999999999,,0.9662520000000002,0.00012,,,10.1016/j.jct.2010.12.028
182,9053382427969121366,298.15,101.0,Liquid,2,CCCN,Solvent,0.7483500000000001,,OCCCO,Solvent,0.25165,,,,-4.2489,0.02175,10.1016/j.tca.2006.08.006
183,2385464506606075636,298.15,101.0,Liquid,2,CCCN,Solvent,0.49914,,OCCCO,Solvent,0.50086,,,,-5.1972,0.0265,10.1016/j.tca.2006.08.006
184,6325236748391519920,298.15,101.0,Liquid,2,CCCN,Solvent,0.24648,,OCCCO,Solvent,0.75352,,,,-3.2934,0.01695,10.1016/j.tca.2006.08.006
185,878182381106514212,298.15,101.0,Liquid,2,CCCO,Solvent,0.2509,,NCCCN,Solvent,0.7491,,,,-1.804,0.0095,10.1016/j.tca.2006.08.006
186,1696392748568699974,298.15,101.0,Liquid,2,CCCO,Solvent,0.49716,,NCCCN,Solvent,0.50284,,,,-3.1877,0.01645,10.1016/j.tca.2006.08.006
187,-4197918760164715733,298.15,101.0,Liquid,2,CCCO,Solvent,0.75147,,NCCCN,Solvent,0.24853,,,,-3.0925,0.01595,10.1016/j.tca.2006.08.006
188,6805058427859068809,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7415,,Cc1ccccc1N,Solvent,0.2584999999999999,,0.7849000000000002,0.00015,,,10.1016/j.tca.2011.01.019
189,-4179265537051919532,298.15,100.0,Liquid,2,CCNCC,Solvent,0.4885,,ClC(Cl)Cl,Solvent,0.5115,,1.06062,0.000235,,,10.1016/j.jct.2008.05.003
190,5577848264265073123,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2012,,O=S1(=O)CCCC1,Solvent,0.7988,,1.2105000000000004,0.0003,,,10.1016/j.tca.2012.10.004
191,-6587849074495647981,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.5005,,O=S1(=O)CCCC1,Solvent,0.4995,,1.1357000000000004,0.00025,,,10.1016/j.tca.2012.10.004
192,-3838663082138879868,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.7002,,O=S1(=O)CCCC1,Solvent,0.2997999999999999,,1.0936,0.00025,,,10.1016/j.tca.2012.10.004
193,-6919770347926213844,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.7395,,CCO,Solvent,0.2604999999999999,,0.7377000000000002,0.00012,,,10.1016/j.tca.2011.05.006
194,6062129453490921513,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.2398,,CCCO,Solvent,0.7602,,0.7825700000000002,0.00012,,,10.1016/j.tca.2011.05.006
195,2539299951569221573,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.5546,,CCCO,Solvent,0.4454,,0.7558500000000002,0.00012,,,10.1016/j.tca.2011.05.006
196,1384724914928978648,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.7383,,CCCO,Solvent,0.2617,,0.7400500000000001,0.00012,,,10.1016/j.tca.2011.05.006
197,-7213814748875091986,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.2404,,CCCCO,Solvent,0.7596,,0.7880000000000001,0.00012,,,10.1016/j.tca.2011.05.006
198,-3421861907426889707,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.44,,CCCCO,Solvent,0.56,,0.7702100000000002,0.00012,,,10.1016/j.tca.2011.05.006
199,-4489434802553661486,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.74,,CCCCO,Solvent,0.26,,0.7419700000000002,0.00012,,,10.1016/j.tca.2011.05.006
200,6286104027432634431,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.2392,,CCCCCO,Solvent,0.7608,,0.7932300000000002,0.00012,,,10.1016/j.tca.2011.05.006
201,585935650444512446,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.4401,,CCCCCO,Solvent,0.5599000000000001,,0.7744300000000002,0.00012,,,10.1016/j.tca.2011.05.006
202,-1359968825037378736,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.7356,,CCCCCO,Solvent,0.2643999999999999,,0.7437900000000002,0.00012,,,10.1016/j.tca.2011.05.006
203,-8307363409463906204,298.15,101.325,Liquid,2,CCCO,Solvent,0.3,,CN1CCNCC1,Solvent,0.7,,0.8857100000000002,0.0002,,,10.1016/j.fluid.2005.05.012
204,-1295097885342740601,298.15,101.325,Liquid,2,CCCO,Solvent,0.4998,,CN1CCNCC1,Solvent,0.5002,,0.8719100000000002,0.000215,,,10.1016/j.fluid.2005.05.012
205,-3027091645413152972,298.15,101.325,Liquid,2,CCCO,Solvent,0.7495,,CN1CCNCC1,Solvent,0.2504999999999999,,0.8457500000000002,0.00024,,,10.1016/j.fluid.2005.05.012
206,-2553983288138593828,298.15,101.325,Liquid,2,CCCCO,Solvent,0.2966,,CN1CCNCC1,Solvent,0.7034,,0.8830100000000002,0.0002,,,10.1016/j.fluid.2005.05.012
207,-876954947727759271,298.15,101.325,Liquid,2,CCCCO,Solvent,0.5001,,CN1CCNCC1,Solvent,0.4999,,0.8678500000000002,0.00022,,,10.1016/j.fluid.2005.05.012
208,-3388354921952018076,298.15,101.325,Liquid,2,CCCCO,Solvent,0.7537,,CN1CCNCC1,Solvent,0.2462999999999999,,0.8428600000000002,0.000245,,,10.1016/j.fluid.2005.05.012
209,3983120774116460982,298.15,101.0,Liquid,2,CCCNCCC,Solvent,0.4995,,CN(C)C=O,Solvent,0.5005,,,,0.748,0.0225,10.1016/j.fluid.2019.112283
210,-226443556797044217,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.5035,,CCCNCCC,Solvent,0.4965,,,,0.514,0.0155,10.1016/j.fluid.2019.112283
211,2425844414548669165,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.5005,,CCCCN,Solvent,0.4995,,,,0.208,0.0065,10.1016/j.fluid.2019.112283
212,8299564428698231583,303.15,100.0,Liquid,2,CCCCCCCCO,Solvent,0.7988,,CCN(CC)c1ccccc1,Solvent,0.2012,,0.8365000000000002,0.000545,,,10.1016/j.jct.2016.12.019
213,-6278483318286082042,303.15,100.0,Liquid,2,CCCCCCCCO,Solvent,0.4889,,CCN(CC)c1ccccc1,Solvent,0.5111,,0.8675700000000003,0.000545,,,10.1016/j.jct.2016.12.019
214,6355989441215169943,303.15,100.0,Liquid,2,CCCCCCCCO,Solvent,0.2865,,CCN(CC)c1ccccc1,Solvent,0.7135,,0.8901700000000001,0.000545,,,10.1016/j.jct.2016.12.019
215,4777511868649289897,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.2401,,Cc1ccccc1,Solvent,0.7599,,0.8241400000000002,7.500000000000002e-05,,,10.1016/j.jct.2011.10.027
216,-5720636538778177623,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.4789,,Cc1ccccc1,Solvent,0.5211,,0.8012500000000002,8.500000000000002e-05,,,10.1016/j.jct.2011.10.027
217,-8525609558570954286,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.7238,,Cc1ccccc1,Solvent,0.2762,,0.7855600000000001,0.0001,,,10.1016/j.jct.2011.10.027
218,9060938953469437845,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.2404,,CCc1ccccc1,Solvent,0.7596,,0.8275300000000002,0.00012,,,10.1016/j.jct.2011.10.027
219,-5000543487870909713,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.4788,,CCc1ccccc1,Solvent,0.5212,,0.8043000000000001,0.00012,,,10.1016/j.jct.2011.10.027
220,-7568918968098782402,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.7192,,CCc1ccccc1,Solvent,0.2808,,0.7875200000000002,0.00012,,,10.1016/j.jct.2011.10.027
221,252636669338122058,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.2324,,Cc1ccccc1C,Solvent,0.7676000000000001,,0.8369400000000002,0.00012,,,10.1016/j.jct.2011.10.027
222,-9043521745814164310,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.481,,Cc1ccccc1C,Solvent,0.519,,0.8090300000000001,0.00012,,,10.1016/j.jct.2011.10.027
223,-3689305726000403170,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.769,,Cc1ccccc1C,Solvent,0.2309999999999999,,0.7864700000000002,0.00012,,,10.1016/j.jct.2011.10.027
224,6760944130624130086,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.2405,,Cc1cccc(C)c1,Solvent,0.7595000000000001,,0.8262100000000002,0.00012,,,10.1016/j.jct.2011.10.027
225,-3218635133951021951,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.7175,,Cc1cccc(C)c1,Solvent,0.2825,,0.7873800000000002,0.00012,,,10.1016/j.jct.2011.10.027
226,-7241643973300732029,298.15,100.0,Liquid,2,CCO,Solvent,0.7557,,NCCO,Solvent,0.2443,,0.8492000000000003,0.003215,,,10.1016/j.jct.2019.01.025
227,-7099722771716767868,298.15,100.0,Liquid,2,CCO,Solvent,0.4691999999999999,,NCCO,Solvent,0.5308,,0.9179000000000002,0.002985,,,10.1016/j.jct.2019.01.025
228,-556116205604943339,298.15,100.0,Liquid,2,CCO,Solvent,0.2489,,NCCO,Solvent,0.7511,,0.9646200000000004,0.002855,,,10.1016/j.jct.2019.01.025
229,7997531145647742159,298.15,100.0,Liquid,2,CCCO,Solvent,0.7034,,NCCO,Solvent,0.2966,,0.8579400000000003,0.002845,,,10.1016/j.jct.2019.01.025
230,1056659184891194444,298.15,100.0,Liquid,2,CCCO,Solvent,0.504,,NCCO,Solvent,0.496,,0.8997300000000003,0.0029,,,10.1016/j.jct.2019.01.025
231,2727935946366564093,298.15,100.0,Liquid,2,CCCO,Solvent,0.2026,,NCCO,Solvent,0.7974,,0.9658600000000004,0.00303,,,10.1016/j.jct.2019.01.025
232,4640271732869298508,298.15,100.0,Liquid,2,CC(C)O,Solvent,0.7034,,NCCO,Solvent,0.2966,,0.8408300000000002,0.003005,,,10.1016/j.jct.2019.01.025
233,7568659073731856516,298.15,100.0,Liquid,2,CC(C)O,Solvent,0.504,,NCCO,Solvent,0.496,,0.8875500000000002,0.00308,,,10.1016/j.jct.2019.01.025
234,-3895733581303164759,298.15,100.0,Liquid,2,CC(C)O,Solvent,0.2026,,NCCO,Solvent,0.7974,,0.9612900000000002,0.0032,,,10.1016/j.jct.2019.01.025
235,-3139939357338270581,298.15,100.0,Liquid,2,CCCCO,Solvent,0.7672,,NCCO,Solvent,0.2328,,0.8422400000000002,0.00258,,,10.1016/j.jct.2019.01.025
236,-7341046129696038464,298.15,100.0,Liquid,2,CCCCO,Solvent,0.4518,,NCCO,Solvent,0.5482,,0.9008300000000002,0.002885,,,10.1016/j.jct.2019.01.025
237,-2424674941858995246,298.15,100.0,Liquid,2,CCCCO,Solvent,0.261,,NCCO,Solvent,0.739,,0.9430400000000002,0.00312,,,10.1016/j.jct.2019.01.025
238,5388787576856420698,298.15,100.0,Liquid,2,CC(C)CO,Solvent,0.7672,,NCCO,Solvent,0.2328,,0.8364200000000002,0.00269,,,10.1016/j.jct.2019.01.025
239,-82503021573898050,298.15,100.0,Liquid,2,CC(C)CO,Solvent,0.4518,,NCCO,Solvent,0.5482,,0.8974400000000002,0.002955,,,10.1016/j.jct.2019.01.025
240,-2720398363170776897,298.15,100.0,Liquid,2,CC(C)CO,Solvent,0.261,,NCCO,Solvent,0.739,,0.9425400000000002,0.003115,,,10.1016/j.jct.2019.01.025
241,6830489143213456961,298.15,100.0,Liquid,2,CC(=O)CCC(=O)O,Solvent,0.667,,O=C(O)[C@@H]1CCCN1,Solvent,0.3329999999999999,,1.1972500000000004,0.005045,,,10.1016/j.jct.2018.12.017
242,-7813980433638583802,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7039,,CCCCN,Solvent,0.2961,,0.7856200000000002,0.00013,,,10.1016/j.tca.2010.02.010
243,2434941609416375932,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.4979,,CCCCN,Solvent,0.5021,,0.7735200000000002,0.00012,,,10.1016/j.tca.2010.02.010
244,-8018612061234279477,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.2763,,CCCCN,Solvent,0.7237,,0.7574500000000002,0.00011,,,10.1016/j.tca.2010.02.010
245,4503117287505222629,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2465,,NC1CCCCC1,Solvent,0.7535,,0.8405400000000002,6.0000000000000015e-05,,,10.1016/j.tca.2012.08.011
246,-361290001079373881,298.15,101.0,Liquid,2,NC1CCCCC1,Solvent,0.2475,,c1ccccc1,Solvent,0.7525,,0.8687100000000002,4.500000000000001e-05,,,10.1016/j.tca.2012.08.011
247,-386152977424696796,298.15,101.0,Liquid,2,NC1CCCCC1,Solvent,0.7465,,c1ccccc1,Solvent,0.2534999999999999,,0.8635900000000002,5.5000000000000016e-05,,,10.1016/j.tca.2012.08.011
248,7477629789405972246,303.15,101.3,Liquid,2,CCN(CC)CC,Solvent,0.1005,,O=[N+]([O-])c1ccccc1,Solvent,0.8995,,1.1364800000000004,0.00035,,,10.1016/j.tca.2004.08.013
249,7886763079665577997,303.15,100.0,Liquid,2,Nc1cccc(Cl)c1,Solvent,0.2665,,OCCc1ccccc1,Solvent,0.7335,,1.0597400000000003,0.002,,,10.1016/j.jct.2015.11.012
250,8134884980510890845,303.15,100.0,Liquid,2,Nc1cccc(Cl)c1,Solvent,0.2675,,OCCCl,Solvent,0.7324999999999999,,1.1983200000000005,0.002,,,10.1016/j.jct.2015.11.012
251,-5666689660302194591,303.15,100.0,Liquid,2,Brc1ccccc1,Solvent,0.5255000000000001,,Nc1cccc(Cl)c1,Solvent,0.4745,,1.3523400000000003,0.01,,,10.1016/j.jct.2016.05.015
252,-2003012509464916729,303.15,100.0,Liquid,2,Clc1ccccc1,Solvent,0.7065,,Nc1cccc(Cl)c1,Solvent,0.2935,,1.1297400000000002,0.01,,,10.1016/j.jct.2016.05.015
253,8788698285797716308,303.15,100.0,Liquid,2,Nc1cccc(Cl)c1,Solvent,0.7825,,O=[N+]([O-])c1ccccc1,Solvent,0.2175,,1.2038100000000005,0.01,,,10.1016/j.jct.2016.05.015
254,8009956644017673757,298.15,100.0,Liquid,2,NCCNCCN,Solvent,0.7027,,NCCO,Solvent,0.2973,,0.9646000000000002,0.00105,,,10.1016/j.fluid.2017.06.018
255,4760950878896583537,298.15,100.0,Liquid,2,NCCNCCN,Solvent,0.4693,,NCCO,Solvent,0.5307,,0.9794000000000002,0.00105,,,10.1016/j.fluid.2017.06.018
256,6875827366316130618,298.15,100.0,Liquid,2,NCCNCCN,Solvent,0.2825999999999999,,NCCO,Solvent,0.7174,,0.9927000000000002,0.00105,,,10.1016/j.fluid.2017.06.018
257,-3224489750056669138,298.15,100.0,Liquid,2,NCCNCCO,Solvent,0.7365999999999999,,NCCO,Solvent,0.2634,,1.0252000000000003,0.001,,,10.1016/j.fluid.2017.06.018
258,8437533238226828443,298.15,100.0,Liquid,2,NCCNCCO,Solvent,0.4518999999999999,,NCCO,Solvent,0.5481,,1.0234000000000003,0.00105,,,10.1016/j.fluid.2017.06.018
259,-6643520844316471776,298.15,100.0,Liquid,2,NCCNCCO,Solvent,0.2012,,NCCO,Solvent,0.7988,,1.0194000000000003,0.00105,,,10.1016/j.fluid.2017.06.018
260,-2101548637542898984,303.15,101.0,Liquid,2,C1CCOC1,Solvent,0.2735,,Nc1ccccc1,Solvent,0.7264999999999999,,0.9848000000000002,0.00015,,,10.1016/j.tca.2010.04.025
261,3878303702241758940,298.15,101.0,Liquid,2,NCC(=O)O,Solvent,0.0764035634497134,,OCCCCl,Solvent,0.9235964365502868,,1.0378340000000004,0.0026205,,,10.1016/j.jct.2010.11.015
262,8330622808338488719,298.15,101.0,Liquid,2,C[C@H](N)C(=O)O,Solvent,0.0782964699661461,,OCCCCl,Solvent,0.921703530033854,,1.0355280000000002,0.002552,,,10.1016/j.jct.2010.11.015
263,3863713302709104555,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7235,,Nc1cccc(Cl)c1,Solvent,0.2764999999999999,,0.8426000000000002,0.00015,,,10.1016/j.tca.2011.07.005
264,-4965143629062888921,308.15,101.0,Liquid,2,CCCCCC,Solvent,0.7495,,Cc1ccccc1N,Solvent,0.2505,,,,0.7498,0.0081,10.1016/j.tca.2008.06.004
265,3046079192047542187,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.3005,,O,Solvent,0.6995,,,,-6.588,0.07,10.1016/j.jct.2015.04.030
266,-117405066807309900,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.4998,,O,Solvent,0.5002,,,,-5.544,0.059,10.1016/j.jct.2015.04.030
267,-961006401689746433,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.8015,,O,Solvent,0.1985,,,,-2.233,0.024,10.1016/j.jct.2015.04.030
268,-2144829566062755155,303.15,100.0,Liquid,2,CN(C)CCN(C)CCN(C)C,Solvent,0.4895,,O,Solvent,0.5105,,,,-3.043,0.0325,10.1016/j.jct.2015.04.030
269,-175444850724127532,303.15,100.0,Liquid,2,NCCOCCO,Solvent,0.5045,,O,Solvent,0.4955,,,,-2.022,0.0215,10.1016/j.jct.2015.04.030
270,-1002436575663072208,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7464999999999999,,NCCNCCN,Solvent,0.2535,,0.8513800000000002,6.500000000000002e-05,,,10.1016/j.tca.2011.06.003
271,-1724178096543271879,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.4963999999999999,,NCCNCCN,Solvent,0.5036,,0.8880880000000002,5.900000000000001e-05,,,10.1016/j.tca.2011.06.003
272,6212042857167638252,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.2952,,NCCNCCN,Solvent,0.7048,,0.9153980000000004,5.450000000000001e-05,,,10.1016/j.tca.2011.06.003
273,-7074246044241212328,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.7459,,NCCNCCN,Solvent,0.2541,,0.8483770000000002,6.650000000000002e-05,,,10.1016/j.tca.2011.06.003
274,-7356993488174262760,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.4975,,NCCNCCN,Solvent,0.5025,,0.8901850000000001,5.850000000000002e-05,,,10.1016/j.tca.2011.06.003
275,5198766819041057805,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.289,,NCCNCCN,Solvent,0.711,,0.9170350000000002,5.400000000000001e-05,,,10.1016/j.tca.2011.06.003
276,-1272233843101519997,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7476,,NCCNCCN,Solvent,0.2524,,0.8565400000000002,6.500000000000002e-05,,,10.1016/j.tca.2011.06.003
277,7497290074956856722,298.15,101.0,Liquid,2,CCCCO,Solvent,0.4987,,NCCNCCN,Solvent,0.5013,,0.8913740000000002,5.8000000000000014e-05,,,10.1016/j.tca.2011.06.003
278,61902187383467646,298.15,101.0,Liquid,2,CCCCO,Solvent,0.2921,,NCCNCCN,Solvent,0.7079,,0.915617,5.450000000000001e-05,,,10.1016/j.tca.2011.06.003
279,-3280754947558351131,298.15,101.0,Liquid,2,CCO,Solvent,0.7525999999999999,,CN(CCO)CCO,Solvent,0.2474,,0.9071800000000002,0.000725,,,10.1021/je700245a
280,4058439906432146405,298.15,101.0,Liquid,2,CCO,Solvent,0.5194,,CN(CCO)CCO,Solvent,0.4806,,0.9682800000000004,0.000555,,,10.1021/je700245a
281,1059142752337644618,298.15,101.0,Liquid,2,CCO,Solvent,0.2084,,CN(CCO)CCO,Solvent,0.7916,,1.0153,0.0005,,,10.1021/je700245a
282,-8825138219800522263,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.8210999999999999,,NCCO,Solvent,0.1789,,1.0363510000000005,0.0003805,,,10.1021/je900437b
283,9202032275803857523,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.544,,NCCO,Solvent,0.456,,1.032456,0.000276,,,10.1021/je900437b
